symbol,fyers_symbol,industry,cmp,avg_volume,avg_turnover,data_days,range_low,range_high,range_width_pts,range_width_pct,support_touches,resistance_touches,containment_pct,range_valid,range_reject,range_position,in_bottom_zone,below_range,breakdown,strong_downtrend,grid_gap_pts,total_levels,grids_to_bottom,order_qty,order_value,gross_profit,rt_cost,net_profit,init_buy_qty,cash_reserve,grid_viable,grid_reject,final_status,final_reason
PNB,NSE:PNB-EQ,Financial Services,105.7,21067735,2324935665,60,100.01,130.89,30.88,30.88,0,0,0,False,range too wide: 30.88% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.88% > 20.0%
RRKABEL,NSE:RRKABEL-EQ,Capital Goods,1979.3,527487,896441001,60,1305.7,2008.8,703.1,53.85,0,0,0,False,range too wide: 53.85% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 53.85% > 20.0%
RECLTD,NSE:RECLTD-EQ,Financial Services,337.2,7685085,2656191229,60,312.01,384.63,72.62,23.27,0,0,0,False,range too wide: 23.27% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.27% > 20.0%
RITES,NSE:RITES-EQ,Construction,205.3,753612,155746590,60,182.39,228.84,46.44,25.46,0,0,0,False,range too wide: 25.46% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.46% > 20.0%
RVNL,NSE:RVNL-EQ,Construction,260.95,7871436,2243211861,60,253.55,320.9,67.36,26.57,0,0,0,False,range too wide: 26.57% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.57% > 20.0%
RAILTEL,NSE:RAILTEL-EQ,Telecommunication,324.4,3008418,970127944,60,253.15,345.99,92.83,36.67,0,0,0,False,range too wide: 36.67% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.67% > 20.0%
RKFORGE,NSE:RKFORGE-EQ,Automobile and Auto Components,571.65,617054,350902508,60,477.77,628.57,150.79,31.56,0,0,0,False,range too wide: 31.56% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.56% > 20.0%
REDINGTON,NSE:REDINGTON-EQ,Services,226.09,7095097,1729049638,60,198.39,265.51,67.12,33.83,0,0,0,False,range too wide: 33.83% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 33.83% > 20.0%
SBFC,NSE:SBFC-EQ,Financial Services,91.87,1774556,161981002,60,81.56,99.26,17.7,21.71,0,0,0,False,range too wide: 21.71% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.71% > 20.0%
SBICARD,NSE:SBICARD-EQ,Financial Services,629.0,1476278,996638590,60,616.4,784.05,167.65,27.2,0,0,0,False,range too wide: 27.20% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.20% > 20.0%
SJVN,NSE:SJVN-EQ,Power,74.07,5525227,406347960,60,65.8,81.48,15.68,23.84,0,0,0,False,range too wide: 23.84% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.84% > 20.0%
SAILIFE,NSE:SAILIFE-EQ,Healthcare,1150.4,755055,787265494,60,934.6,1151.12,216.51,23.17,0,0,0,False,range too wide: 23.17% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.17% > 20.0%
MOTHERSON,NSE:MOTHERSON-EQ,Automobile and Auto Components,135.17,22493138,2761156919,60,105.43,137.69,32.26,30.6,0,0,0,False,range too wide: 30.60% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.60% > 20.0%
SAPPHIRE,NSE:SAPPHIRE-EQ,Consumer Services,186.51,1984837,371555385,60,150.23,212.85,62.63,41.69,0,0,0,False,range too wide: 41.69% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 41.69% > 20.0%
SARDAEN,NSE:SARDAEN-EQ,Metals & Mining,529.15,746897,416736202,60,498.87,605.98,107.11,21.47,0,0,0,False,range too wide: 21.47% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.47% > 20.0%
SAREGAMA,NSE:SAREGAMA-EQ,Media Entertainment & Publication,400.35,3093512,1230872637,60,312.95,415.0,102.05,32.61,0,0,0,False,range too wide: 32.61% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.61% > 20.0%
SCI,NSE:SCI-EQ,Services,307.4,10139291,3040740214,60,222.2,350.87,128.67,57.91,0,0,0,False,range too wide: 57.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 57.91% > 20.0%
SHRIRAMFIN,NSE:SHRIRAMFIN-EQ,Financial Services,953.35,7801664,7607224988,60,884.88,1078.76,193.88,21.91,0,0,0,False,range too wide: 21.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.91% > 20.0%
SHYAMMETL,NSE:SHYAMMETL-EQ,Capital Goods,969.1,516736,448094496,60,753.05,938.72,185.67,24.66,0,0,0,False,range too wide: 24.66% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.66% > 20.0%
ENRIN,NSE:ENRIN-EQ,Capital Goods,3498.0,501739,1566432238,60,2584.66,3585.4,1000.74,38.72,0,0,0,False,range too wide: 38.72% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 38.72% > 20.0%
SONACOMS,NSE:SONACOMS-EQ,Automobile and Auto Components,603.6,2317741,1282243535,60,479.58,605.89,126.31,26.34,0,0,0,False,range too wide: 26.34% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.34% > 20.0%
SONATSOFTW,NSE:SONATSOFTW-EQ,Information Technology,270.0,1704820,464310155,60,215.98,291.72,75.74,35.07,0,0,0,False,range too wide: 35.07% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 35.07% > 20.0%
STARHEALTH,NSE:STARHEALTH-EQ,Financial Services,529.15,615776,305314093,60,442.48,534.53,92.05,20.8,0,0,0,False,range too wide: 20.80% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.80% > 20.0%
SBIN,NSE:SBIN-EQ,Financial Services,964.0,17874802,18889405025,60,946.15,1211.98,265.83,28.1,0,0,0,False,range too wide: 28.10% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.10% > 20.0%
SAIL,NSE:SAIL-EQ,Metals & Mining,202.6,28283643,4921793125,60,144.2,202.4,58.2,40.36,0,0,0,False,range too wide: 40.36% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 40.36% > 20.0%
SUZLON,NSE:SUZLON-EQ,Capital Goods,54.6,95018906,4640419930,60,39.22,56.55,17.33,44.2,0,0,0,False,range too wide: 44.20% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.20% > 20.0%
SWANCORP,NSE:SWANCORP-EQ,Chemicals,319.9,1498282,511218757,60,304.99,382.42,77.43,25.39,0,0,0,False,range too wide: 25.39% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.39% > 20.0%
SWIGGY,NSE:SWIGGY-EQ,Consumer Services,252.75,10825481,2997850380,60,249.29,308.67,59.38,23.82,0,0,0,False,range too wide: 23.82% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.82% > 20.0%
SYNGENE,NSE:SYNGENE-EQ,Healthcare,464.8,2436978,1089976380,60,387.57,486.47,98.9,25.52,0,0,0,False,range too wide: 25.52% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.52% > 20.0%
SYRMA,NSE:SYRMA-EQ,Capital Goods,1042.1,1517931,1406983788,60,726.81,1106.24,379.43,52.21,0,0,0,False,range too wide: 52.21% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 52.21% > 20.0%
TATACHEM,NSE:TATACHEM-EQ,Chemicals,781.6,1827413,1357120681,60,595.22,828.46,233.24,39.19,0,0,0,False,range too wide: 39.19% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.19% > 20.0%
TATACOMM,NSE:TATACOMM-EQ,Telecommunication,2029.8,550637,905125434,60,1362.07,1932.45,570.38,41.88,0,0,0,False,range too wide: 41.88% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 41.88% > 20.0%
TATACONSUM,NSE:TATACONSUM-EQ,Fast Moving Consumer Goods,1189.8,1922933,2219593600,60,1019.27,1256.24,236.97,23.25,0,0,0,False,range too wide: 23.25% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.25% > 20.0%
TATAINVEST,NSE:TATAINVEST-EQ,Financial Services,693.25,1006211,684323639,60,563.12,737.98,174.86,31.05,0,0,0,False,range too wide: 31.05% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.05% > 20.0%
TMCV,NSE:TMCV-EQ,Capital Goods,386.2,12318631,5233687840,60,371.51,492.29,120.78,32.51,0,0,0,False,range too wide: 32.51% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.51% > 20.0%
TMPV,NSE:TMPV-EQ,Automobile and Auto Components,385.6,11034882,3793599394,60,300.99,385.64,84.65,28.12,0,0,0,False,range too wide: 28.12% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.12% > 20.0%
TATAPOWER,NSE:TATAPOWER-EQ,Power,421.65,8434262,3450085283,60,366.19,450.3,84.1,22.97,0,0,0,False,range too wide: 22.97% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.97% > 20.0%
TATATECH,NSE:TATATECH-EQ,Information Technology,702.7,1680314,1005357295,60,518.9,678.23,159.33,30.71,0,0,0,False,range too wide: 30.71% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.71% > 20.0%
TEJASNET,NSE:TEJASNET-EQ,Telecommunication,499.7,15311129,7042449884,60,379.31,527.1,147.78,38.96,0,0,0,False,range too wide: 38.96% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 38.96% > 20.0%
TENNIND,NSE:TENNIND-EQ,Automobile and Auto Components,612.35,936071,547874867,60,508.96,653.98,145.01,28.49,0,0,0,False,range too wide: 28.49% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.49% > 20.0%
NIACL,NSE:NIACL-EQ,Financial Services,163.52,3109536,499053296,60,121.14,174.53,53.39,44.07,0,0,0,False,range too wide: 44.07% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.07% > 20.0%
TITAGARH,NSE:TITAGARH-EQ,Capital Goods,824.4,1728046,1283991513,60,590.25,850.72,260.47,44.13,0,0,0,False,range too wide: 44.13% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.13% > 20.0%
TORNTPOWER,NSE:TORNTPOWER-EQ,Power,1469.3,664462,1024922208,60,1331.73,1770.4,438.67,32.94,0,0,0,False,range too wide: 32.94% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.94% > 20.0%
TARIL,NSE:TARIL-EQ,Capital Goods,320.7,4826906,1476364195,60,264.21,338.19,73.98,28.0,0,0,0,False,range too wide: 28.00% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.00% > 20.0%
TRENT,NSE:TRENT-EQ,Consumer Services,4243.4,1102247,4344979134,60,3371.97,4366.12,994.15,29.48,0,0,0,False,range too wide: 29.48% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.48% > 20.0%
TRITURBINE,NSE:TRITURBINE-EQ,Capital Goods,692.0,3031988,1814717729,60,438.45,704.3,265.85,60.63,0,0,0,False,range too wide: 60.63% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 60.63% > 20.0%
UPL,NSE:UPL-EQ,Chemicals,656.05,2490950,1571235946,60,584.64,670.67,86.04,14.72,1,6,0,False,support touches 1 < 2,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,support touches 1 < 2
UNIONBANK,NSE:UNIONBANK-EQ,Financial Services,166.87,17685051,3156037977,60,159.37,202.25,42.89,26.91,0,0,0,False,range too wide: 26.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.91% > 20.0%
URBANCO,NSE:URBANCO-EQ,Consumer Services,123.73,9634326,1198860644,60,104.41,150.59,46.18,44.23,0,0,0,False,range too wide: 44.23% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.23% > 20.0%
USHAMART,NSE:USHAMART-EQ,Capital Goods,480.85,725695,320372568,60,390.0,485.05,95.05,24.37,0,0,0,False,range too wide: 24.37% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.37% > 20.0%
VTL,NSE:VTL-EQ,Textiles,598.6,613926,347936995,60,513.42,633.71,120.28,23.43,0,0,0,False,range too wide: 23.43% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.43% > 20.0%
VBL,NSE:VBL-EQ,Fast Moving Consumer Goods,531.25,7102049,3299818119,60,387.71,534.72,147.0,37.92,0,0,0,False,range too wide: 37.92% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 37.92% > 20.0%
VEDL,NSE:VEDL-EQ,Metals & Mining,346.8,26101674,7638427032,60,243.5,339.02,95.52,39.23,0,0,0,False,range too wide: 39.23% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.23% > 20.0%
VMM,NSE:VMM-EQ,Consumer Services,120.84,27795325,3233894765,60,101.47,127.43,25.96,25.59,0,0,0,False,range too wide: 25.59% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.59% > 20.0%
VOLTAS,NSE:VOLTAS-EQ,Consumer Durables,1274.0,1218104,1662565824,60,1212.56,1555.2,342.64,28.26,0,0,0,False,range too wide: 28.26% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.26% > 20.0%
WAAREEENER,NSE:WAAREEENER-EQ,Capital Goods,3084.4,2071983,6329268354,60,2581.39,3520.47,939.08,36.38,0,0,0,False,range too wide: 36.38% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.38% > 20.0%
WELCORP,NSE:WELCORP-EQ,Capital Goods,1314.4,846141,927109338,60,769.85,1357.82,587.96,76.37,0,0,0,False,range too wide: 76.37% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 76.37% > 20.0%
WELSPUNLIV,NSE:WELSPUNLIV-EQ,Textiles,138.82,2026069,257958696,60,108.76,141.99,33.23,30.55,0,0,0,False,range too wide: 30.55% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.55% > 20.0%
WOCKPHARMA,NSE:WOCKPHARMA-EQ,Healthcare,1698.7,1448230,2213073882,60,1161.23,1662.72,501.49,43.19,0,0,0,False,range too wide: 43.19% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 43.19% > 20.0%
ZENTEC,NSE:ZENTEC-EQ,Capital Goods,1608.0,775212,1195634072,60,1296.8,1752.25,455.45,35.12,0,0,0,False,range too wide: 35.12% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 35.12% > 20.0%
ZYDUSLIFE,NSE:ZYDUSLIFE-EQ,Healthcare,1080.2,1175369,1139633483,60,856.97,1055.05,198.08,23.11,0,0,0,False,range too wide: 23.11% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.11% > 20.0%
ZYDUSWELL,NSE:ZYDUSWELL-EQ,Fast Moving Consumer Goods,482.3,2772015,1279771346,60,374.1,528.32,154.21,41.22,0,0,0,False,range too wide: 41.22% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 41.22% > 20.0%
